Embedding-Modell,Ordner,Top-1 (Prozent),Top-3 (Prozent),Top-1+Top-3 (Prozent),AvgSimilarity
Shuu12121/CodeSearch-ModernBERT-Crow-Plus,data500,91.3%,2.2%,93.5%,0.6403
