Embedding-Modell,Ordner,Top-1 (Prozent),Top-3 (Prozent),Top-1+Top-3 (Prozent),AvgSimilarity
Shuu12121/CodeSearch-ModernBERT-Crow-Plus,data21000,63.0%,10.9%,73.9%,0.6403
