Embedding-Modell,Ordner,Top-1 (Prozent),Top-3 (Prozent),Top-1+Top-3 (Prozent),AvgSimilarity
Shuu12121/CodeSearch-ModernBERT-Crow-Plus,data7000,71.7%,15.2%,87.0%,0.6403
