Embedding-Modell,Ordner,Top-1 (Prozent),Top-3 (Prozent),Top-1+Top-3 (Prozent),AvgSimilarity
Shuu12121/CodeSearch-ModernBERT-Crow-Plus,data16000,65.2%,13.0%,78.3%,0.6403
